time,amplitude,V1
0.536111111,-0.795,0.32
0.538888889,-0.805,0.295
0.541666667,-0.82,0.31
0.544444444,-0.81,0.33
0.547222222,-0.765,0.355
0.55,-0.715,0.36
0.552777778,-0.665,0.335
0.555555556,-0.655,0.34
0.558333333,-0.645,0.345
0.561111111,-0.62,0.375
0.563888889,-0.575,0.38
0.566666667,-0.525,0.38
0.569444444,-0.485,0.37
0.572222222,-0.44,0.36
0.575,-0.385,0.38
0.577777778,-0.355,0.4
0.580555556,-0.305,0.415
0.583333333,-0.26,0.405
0.586111111,-0.235,0.395
0.588888889,-0.235,0.395
0.591666667,-0.215,0.405
0.594444444,-0.18,0.42
0.597222222,-0.13,0.45
0.6,-0.09,0.425
0.602777778,-0.08,0.41
0.605555556,-0.09,0.405
0.608333333,-0.08,0.42
0.611111111,-0.05,0.44
0.613888889,-0.005,0.46
0.616666667,0.025,0.45
0.619444444,0.035,0.44
0.622222222,0.05,0.425
0.625,0.07,0.45
0.627777778,0.075,0.47
0.630555556,0.11,0.475
0.633333333,0.145,0.48
0.636111111,0.175,0.46
0.638888889,0.205,0.465
0.641666667,0.215,0.48
0.644444444,0.205,0.495
0.647222222,0.235,0.505
0.65,0.28,0.505
0.652777778,0.28,0.485
0.655555556,0.295,0.48
0.658333333,0.325,0.5
0.661111111,0.385,0.53
0.663888889,0.445,0.525
0.666666667,0.495,0.525
0.669444444,0.51,0.505
0.672222222,0.505,0.5
0.675,0.455,0.505
0.677777778,0.4,0.52
0.680555556,0.355,0.53
0.683333333,0.32,0.51
0.686111111,0.28,0.505
0.688888889,0.23,0.505
0.691666667,0.195,0.505
0.694444444,0.175,0.525
0.697222222,0.175,0.52
0.7,0.185,0.51
0.702777778,0.15,0.475
0.705555556,0.095,0.47
0.708333333,0.09,0.49
0.711111111,0.11,0.51
0.713888889,0.15,0.505
0.716666667,0.165,0.485
0.719444444,0.145,0.46
0.722222222,0.08,0.46
0.725,-0.005,0.47
0.727777778,-0.045,0.5
0.730555556,-0.085,0.495
0.733333333,-0.075,0.47
0.736111111,-0.11,0.47
0.738888889,-0.19,0.455
0.741666667,-0.26,0.455
0.744444444,-0.305,0.475
0.747222222,-0.285,0.46
0.75,-0.29,0.455
0.752777778,-0.32,0.43
0.755555556,-0.38,0.43
0.758333333,-0.45,0.44
0.761111111,-0.52,0.455
0.763888889,-0.545,0.465
0.766666667,-0.55,0.44
0.769444444,-0.58,0.42
0.772222222,-0.645,0.405
0.775,-0.72,0.42
0.777777778,-0.805,0.43
0.780555556,-0.84,0.44
0.783333333,-0.83,0.415
0.786111111,-0.83,0.41
0.788888889,-0.835,0.395
0.791666667,-0.855,0.41
0.794444444,-0.89,0.435
0.797222222,-0.91,0.425
0.8,-0.89,0.41
0.802777778,-0.885,0.395
0.805555556,-0.87,0.385
0.808333333,-0.89,0.405
0.811111111,-0.915,0.415
0.813888889,-0.905,0.41
0.816666667,-0.885,0.4
0.819444444,-0.87,0.38
0.822222222,-0.885,0.37
0.825,-0.89,0.39
0.827777778,-0.87,0.405
0.830555556,-0.825,0.395
0.833333333,-0.77,0.385
0.836111111,-0.79,0.36
0.838888889,-0.825,0.35
0.841666667,-0.855,0.375
0.844444444,-0.81,0.385
0.847222222,-0.705,0.385
0.85,-0.67,0.36
0.852777778,-0.68,0.34
0.855555556,-0.68,0.33
0.858333333,-0.625,0.33
0.861111111,-0.57,0.355
0.863888889,-0.5,0.345
0.866666667,-0.455,0.345
0.869444444,-0.425,0.305
0.872222222,-0.39,0.315
0.875,-0.34,0.315
0.877777778,-0.265,0.33
0.880555556,-0.15,0.33
0.883333333,-0.06,0.32
0.886111111,-0.035,0.285
0.888888889,-0.035,0.275
0.891666667,-0.03,0.28
0.894444444,-0.01,0.295
0.897222222,0.045,0.315
0.9,0.09,0.3
0.902777778,0.09,0.275
0.905555556,0.08,0.25
0.908333333,0.105,0.25
0.911111111,0.14,0.275
0.913888889,0.195,0.28
0.916666667,0.22,0.27
0.919444444,0.22,0.25
0.922222222,0.23,0.23
0.925,0.215,0.25
0.927777778,0.205,0.255
0.930555556,0.25,0.26
0.933333333,0.33,0.255
0.936111111,0.375,0.245
0.938888889,0.395,0.22
0.941666667,0.435,0.24
0.944444444,0.465,0.255
0.947222222,0.48,0.26
0.95,0.47,0.24
0.952777778,0.455,0.21
0.955555556,0.46,0.215
0.958333333,0.5,0.22
0.961111111,0.54,0.235
0.963888889,0.61,0.26
0.966666667,0.675,0.255
0.969444444,0.695,0.225
0.972222222,0.715,0.2
0.975,0.68,0.21
0.977777778,0.685,0.235
0.980555556,0.695,0.235
0.983333333,0.695,0.22
0.986111111,0.64,0.21
0.988888889,0.555,0.195
0.991666667,0.475,0.205
0.994444444,0.375,0.23
0.997222222,0.305,0.24
1,0.29,0.205
1.002777778,0.265,0.2
1.005555556,0.195,0.185
1.008333333,0.16,0.2
1.011111111,0.17,0.21
1.013888889,0.19,0.22
1.016666667,0.185,0.19
1.019444444,0.15,0.18
1.022222222,0.065,0.165
1.025,-0.055,0.17
1.027777778,-0.155,0.19
1.030555556,-0.17,0.21
1.033333333,-0.16,0.185
1.036111111,-0.17,0.155
1.038888889,-0.215,0.15
1.041666667,-0.28,0.17
1.044444444,-0.33,0.18
1.047222222,-0.4,0.2
1.05,-0.455,0.185
1.052777778,-0.505,0.16
1.055555556,-0.55,0.145
1.058333333,-0.6,0.155
1.061111111,-0.675,0.175
1.063888889,-0.72,0.185
1.066666667,-0.75,0.18
1.069444444,-0.79,0.18
1.072222222,-0.82,0.155
1.075,-0.87,0.175
1.077777778,-0.9,0.195
1.080555556,-0.905,0.2
1.083333333,-0.855,0.18
1.086111111,-0.83,0.165
1.088888889,-0.855,0.165
1.091666667,-0.905,0.2
1.094444444,-0.945,0.215
1.097222222,-0.925,0.2
1.1,-0.875,0.17
1.102777778,-0.85,0.15
1.105555556,-0.88,0.13
1.108333333,-0.91,0.16
1.111111111,-0.935,0.17
1.113888889,-0.905,0.165
1.116666667,-0.87,0.14
1.119444444,-0.84,0.13
1.122222222,-0.83,0.14
1.125,-0.84,0.15
1.127777778,-0.855,0.155
1.130555556,-0.86,0.165
1.133333333,-0.835,0.15
1.136111111,-0.8,0.125
1.138888889,-0.775,0.115
1.141666667,-0.735,0.14
1.144444444,-0.66,0.145
1.147222222,-0.555,0.14
1.15,-0.5,0.125
1.152777778,-0.45,0.115
1.155555556,-0.395,0.1
1.158333333,-0.32,0.12
1.161111111,-0.275,0.13
1.163888889,-0.21,0.14
1.166666667,-0.125,0.125
1.169444444,-0.035,0.11
1.172222222,-0.005,0.115
1.175,-0.005,0.13
1.177777778,-0.02,0.14
1.180555556,-0.015,0.145
1.183333333,0.02,0.125
1.186111111,0.07,0.115
1.188888889,0.15,0.125
1.191666667,0.18,0.155
1.194444444,0.15,0.15
1.197222222,0.095,0.16
1.2,0.105,0.135
1.202777778,0.17,0.12
1.205555556,0.22,0.115
1.208333333,0.225,0.13
1.211111111,0.235,0.135
1.213888889,0.27,0.125
1.216666667,0.285,0.13
1.219444444,0.355,0.13
1.222222222,0.385,0.12
1.225,0.415,0.14
1.227777778,0.425,0.14
1.230555556,0.435,0.145
1.233333333,0.485,0.145
1.236111111,0.54,0.15
1.238888889,0.55,0.14
1.241666667,0.525,0.14
1.244444444,0.505,0.135
1.247222222,0.535,0.14
1.25,0.625,0.145
1.252777778,0.68,0.15
1.255555556,0.68,0.145
1.258333333,0.64,0.155
1.261111111,0.67,0.15
1.263888889,0.72,0.15
1.266666667,0.735,0.14
1.269444444,0.73,0.14
1.272222222,0.695,0.16
1.275,0.63,0.16
1.277777778,0.53,0.165
1.280555556,0.43,0.17
1.283333333,0.4,0.17
1.286111111,0.37,0.175
1.288888889,0.355,0.18
1.291666667,0.35,0.185
1.294444444,0.335,0.18
1.297222222,0.325,0.175
1.3,0.33,0.17
1.302777778,0.295,0.17
1.305555556,0.245,0.16
1.308333333,0.245,0.14
1.311111111,0.255,0.135
1.313888889,0.185,0.125
1.316666667,0.09,0.09
1.319444444,0,0.06
1.322222222,-0.025,0.045
1.325,-0.05,0.015
1.327777778,-0.1,-0.015
1.330555556,-0.195,-0.035
1.333333333,-0.26,-0.075
1.336111111,-0.325,-0.13
1.338888889,-0.365,-0.2
1.341666667,-0.49,-0.235
1.344444444,-0.555,-0.245
1.347222222,-0.56,-0.23
1.35,-0.575,-0.235
1.352777778,-0.605,-0.22
1.355555556,-0.645,-0.19
1.358333333,-0.69,-0.165
1.361111111,-0.745,-0.125
1.363888889,-0.77,-0.07
1.366666667,-0.75,-0.01
1.369444444,-0.775,0.055
1.372222222,-0.875,0.105
1.375,-0.945,0.18
1.377777778,-0.945,0.245
1.380555556,-0.89,0.3
1.383333333,-0.845,0.36
1.386111111,-0.855,0.415
1.388888889,-0.88,0.46
1.391666667,-0.875,0.5
1.394444444,-0.84,0.535
1.397222222,-0.84,0.55
1.4,-0.905,0.545
1.402777778,-0.94,0.505
1.405555556,-0.905,0.47
1.408333333,-0.83,0.435
1.411111111,-0.82,0.4
1.413888889,-0.815,0.37
1.416666667,-0.835,0.355
1.419444444,-0.86,0.335
1.422222222,-0.865,0.315
1.425,-0.85,0.315
1.427777778,-0.825,0.305
1.430555556,-0.79,0.31
1.433333333,-0.765,0.305
1.436111111,-0.76,0.29
1.438888889,-0.75,0.295
1.441666667,-0.705,0.305
1.444444444,-0.615,0.32
1.447222222,-0.55,0.32
1.45,-0.5,0.315
1.452777778,-0.46,0.3
1.455555556,-0.38,0.295
1.458333333,-0.3,0.305
1.461111111,-0.235,0.305
1.463888889,-0.22,0.325
1.466666667,-0.155,0.315
1.469444444,-0.055,0.305
1.472222222,0.02,0.31
1.475,0,0.32
1.477777778,-0.03,0.33
1.480555556,0.04,0.335
1.483333333,0.175,0.34
1.486111111,0.205,0.325
1.488888889,0.175,0.325
1.491666667,0.095,0.34
1.494444444,0.11,0.35
1.497222222,0.19,0.35
1.5,0.275,0.36
1.502777778,0.31,0.345
1.505555556,0.305,0.345
1.508333333,0.315,0.34
1.511111111,0.335,0.365
1.513888889,0.37,0.355
1.516666667,0.375,0.365
1.519444444,0.405,0.355
1.522222222,0.445,0.35
1.525,0.495,0.365
1.527777778,0.5,0.38
1.530555556,0.505,0.385
1.533333333,0.555,0.39
1.536111111,0.655,0.38
1.538888889,0.68,0.39
1.541666667,0.625,0.4
1.544444444,0.63,0.415
1.547222222,0.725,0.415
1.55,0.82,0.41
1.552777778,0.835,0.405
1.555555556,0.755,0.395
1.558333333,0.725,0.415
1.561111111,0.72,0.425
1.563888889,0.68,0.425
1.566666667,0.585,0.44
1.569444444,0.485,0.435
1.572222222,0.425,0.445
1.575,0.385,0.44
1.577777778,0.39,0.475
1.580555556,0.385,0.485
1.583333333,0.37,0.49
1.586111111,0.325,0.475
1.588888889,0.255,0.465
1.591666667,0.275,0.48
1.594444444,0.33,0.495
1.597222222,0.37,0.515
1.6,0.34,0.51
1.602777778,0.3,0.515
1.605555556,0.285,0.505
1.608333333,0.26,0.51
1.611111111,0.21,0.53
1.613888889,0.135,0.53
1.616666667,-0.005,0.55
1.619444444,-0.125,0.535
1.622222222,-0.16,0.53
1.625,-0.18,0.54
1.627777778,-0.255,0.555
1.630555556,-0.43,0.57
1.633333333,-0.54,0.565
1.636111111,-0.525,0.55
1.638888889,-0.41,0.54
1.641666667,-0.395,0.575
1.644444444,-0.525,0.595
1.647222222,-0.64,0.61
1.65,-0.68,0.6
1.652777778,-0.645,0.6
1.655555556,-0.655,0.585
1.658333333,-0.715,0.595
1.661111111,-0.77,0.605
1.663888889,-0.805,0.62
1.666666667,-0.815,0.625
1.669444444,-0.8,0.615
1.672222222,-0.83,0.595
1.675,-0.91,0.6
1.677777778,-0.925,0.61
1.680555556,-0.875,0.615
1.683333333,-0.835,0.62
1.686111111,-0.84,0.6
1.688888889,-0.83,0.59
1.691666667,-0.795,0.59
1.694444444,-0.8,0.615
1.697222222,-0.83,0.61
1.7,-0.825,0.62
1.702777778,-0.78,0.605
1.705555556,-0.7,0.6
1.708333333,-0.67,0.6
1.711111111,-0.685,0.61
1.713888889,-0.715,0.605
1.716666667,-0.745,0.615
1.719444444,-0.7,0.61
1.722222222,-0.66,0.575
1.725,-0.64,0.58
1.727777778,-0.6,0.585
1.730555556,-0.53,0.595
1.733333333,-0.505,0.585
1.736111111,-0.5,0.575
1.738888889,-0.465,0.56
1.741666667,-0.395,0.565
1.744444444,-0.3,0.565
1.747222222,-0.225,0.565
1.75,-0.125,0.565
1.752777778,-0.04,0.545
1.755555556,-0.02,0.53
1.758333333,-0.03,0.53
1.761111111,0.015,0.54
1.763888889,0.125,0.545
1.766666667,0.205,0.535
1.769444444,0.24,0.535
1.772222222,0.245,0.51
1.775,0.25,0.515
1.777777778,0.285,0.515
1.780555556,0.305,0.52
1.783333333,0.325,0.515
1.786111111,0.355,0.52
1.788888889,0.395,0.5
1.791666667,0.43,0.495
1.794444444,0.475,0.515
1.797222222,0.485,0.51
1.8,0.505,0.495
1.802777778,0.5,0.495
1.805555556,0.515,0.47
1.808333333,0.56,0.465
1.811111111,0.595,0.465
1.813888889,0.63,0.46
1.816666667,0.685,0.465
1.819444444,0.74,0.445
1.822222222,0.78,0.43
1.825,0.795,0.435
1.827777778,0.825,0.44
1.830555556,0.855,0.435
1.833333333,0.875,0.44
1.836111111,0.875,0.42
1.838888889,0.845,0.41
1.841666667,0.77,0.41
1.844444444,0.66,0.42
1.847222222,0.55,0.415
1.85,0.45,0.395
1.852777778,0.39,0.39
1.855555556,0.355,0.385
1.858333333,0.325,0.375
1.861111111,0.335,0.38
1.863888889,0.34,0.395
1.866666667,0.34,0.385
1.869444444,0.325,0.38
1.872222222,0.295,0.36
1.875,0.28,0.35
1.877777778,0.265,0.35
1.880555556,0.22,0.335
1.883333333,0.17,0.33
1.886111111,0.115,0.335
1.888888889,0.025,0.31
1.891666667,-0.075,0.32
1.894444444,-0.165,0.32
1.897222222,-0.26,0.34
1.9,-0.31,0.32
1.902777778,-0.37,0.315
1.905555556,-0.4,0.29
1.908333333,-0.405,0.29
1.911111111,-0.425,0.295
1.913888889,-0.455,0.3
1.916666667,-0.5,0.295
1.919444444,-0.545,0.285
1.922222222,-0.585,0.29
1.925,-0.61,0.28
1.927777778,-0.635,0.295
1.930555556,-0.655,0.31
1.933333333,-0.695,0.31
1.936111111,-0.725,0.295
1.938888889,-0.755,0.29
1.941666667,-0.775,0.265
1.944444444,-0.825,0.275
1.947222222,-0.825,0.27
1.95,-0.845,0.26
1.952777778,-0.865,0.27
1.955555556,-0.885,0.265
1.958333333,-0.885,0.265
1.961111111,-0.865,0.26
1.963888889,-0.83,0.265
1.966666667,-0.78,0.255
1.969444444,-0.775,0.265
1.972222222,-0.765,0.255
1.975,-0.765,0.255
1.977777778,-0.765,0.265
1.980555556,-0.745,0.27
1.983333333,-0.72,0.265
1.986111111,-0.715,0.255
1.988888889,-0.72,0.255
1.991666667,-0.71,0.25
1.994444444,-0.69,0.255
1.997222222,-0.685,0.255
2,-0.635,0.24
2.002777778,-0.64,0.235
2.005555556,-0.64,0.24
2.008333333,-0.615,0.24
2.011111111,-0.595,0.255
2.013888889,-0.555,0.255
2.016666667,-0.505,0.255
2.019444444,-0.45,0.25
2.022222222,-0.395,0.25
2.025,-0.325,0.26
2.027777778,-0.245,0.255
2.030555556,-0.155,0.25
2.033333333,-0.095,0.25
2.036111111,-0.035,0.235
2.038888889,-0.005,0.23
2.041666667,0.025,0.235
2.044444444,0.06,0.24
2.047222222,0.105,0.235
2.05,0.125,0.23
2.052777778,0.14,0.23
2.055555556,0.16,0.225
2.058333333,0.17,0.235
2.061111111,0.195,0.23
2.063888889,0.23,0.215
2.066666667,0.27,0.22
2.069444444,0.275,0.2
2.072222222,0.295,0.2
2.075,0.32,0.205
2.077777778,0.355,0.215
2.080555556,0.375,0.205
2.083333333,0.41,0.195
2.086111111,0.43,0.2
2.088888889,0.46,0.19
2.091666667,0.48,0.2
2.094444444,0.54,0.205
2.097222222,0.595,0.21
2.1,0.655,0.215
2.102777778,0.66,0.19
2.105555556,0.68,0.18
2.108333333,0.69,0.175
2.111111111,0.7,0.175
2.113888889,0.695,0.18
2.116666667,0.655,0.195
2.119444444,0.57,0.19
2.122222222,0.46,0.175
2.125,0.385,0.165
2.127777778,0.335,0.175
2.130555556,0.29,0.175
2.133333333,0.31,0.19
2.136111111,0.305,0.17
2.138888889,0.27,0.16
2.141666667,0.265,0.175
2.144444444,0.27,0.18
2.147222222,0.28,0.195
2.15,0.285,0.185
2.152777778,0.3,0.17
2.155555556,0.28,0.16
2.158333333,0.24,0.16
2.161111111,0.195,0.17
2.163888889,0.16,0.185
2.166666667,0.11,0.18
2.169444444,0.025,0.16
2.172222222,-0.055,0.155
2.175,-0.125,0.155
2.177777778,-0.16,0.18
2.180555556,-0.235,0.17
2.183333333,-0.27,0.16
2.186111111,-0.29,0.13
2.188888889,-0.32,0.12
2.191666667,-0.34,0.13
2.194444444,-0.405,0.135
2.197222222,-0.44,0.135
2.2,-0.465,0.115
2.202777778,-0.495,0.09
2.205555556,-0.515,0.085
2.208333333,-0.545,0.095
2.211111111,-0.6,0.13
2.213888889,-0.645,0.12
2.216666667,-0.675,0.115
2.219444444,-0.735,0.1
2.222222222,-0.775,0.1
2.225,-0.8,0.1
2.227777778,-0.825,0.115
2.230555556,-0.85,0.115
2.233333333,-0.875,0.09
2.236111111,-0.905,0.085
2.238888889,-0.925,0.085
2.241666667,-0.935,0.1
2.244444444,-0.9,0.115
2.247222222,-0.875,0.105
2.25,-0.855,0.095
2.252777778,-0.855,0.075
2.255555556,-0.855,0.085
2.258333333,-0.855,0.09
2.261111111,-0.85,0.115
2.263888889,-0.835,0.105
2.266666667,-0.81,0.095
2.269444444,-0.78,0.07
2.272222222,-0.785,0.06
2.275,-0.76,0.09
2.277777778,-0.735,0.1
2.280555556,-0.705,0.095
2.283333333,-0.7,0.09
2.286111111,-0.69,0.06
2.288888889,-0.68,0.055
2.291666667,-0.65,0.08
2.294444444,-0.625,0.095
2.297222222,-0.59,0.075
2.3,-0.585,0.06
2.302777778,-0.57,0.045
2.305555556,-0.545,0.055
2.308333333,-0.485,0.075
2.311111111,-0.44,0.075
2.313888889,-0.37,0.075
2.316666667,-0.31,0.055
2.319444444,-0.27,0.04
2.322222222,-0.23,0.05
2.325,-0.2,0.055
2.327777778,-0.175,0.06
2.330555556,-0.135,0.05
2.333333333,-0.08,0.045
2.336111111,-0.045,0.04
2.338888889,-0.04,0.035
2.341666667,-0.02,0.055
2.344444444,-0.01,0.065
2.347222222,0.015,0.055
2.35,0.045,0.035
2.352777778,0.04,0.04
2.355555556,0.055,0.04
2.358333333,0.08,0.05
2.361111111,0.13,0.055
2.363888889,0.175,0.045
2.366666667,0.195,0.035
2.369444444,0.2,0.005
2.372222222,0.185,-0.005
2.375,0.2,-0.015
2.377777778,0.26,-0.035
2.380555556,0.305,-0.05
2.383333333,0.35,-0.08
2.386111111,0.38,-0.11
2.388888889,0.415,-0.145
2.391666667,0.465,-0.19
2.394444444,0.48,-0.24
2.397222222,0.48,-0.325
2.4,0.48,-0.38
2.402777778,0.415,-0.425
2.405555556,0.325,-0.455
2.408333333,0.265,-0.445
2.411111111,0.19,-0.45
2.413888889,0.12,-0.435
2.416666667,0.09,-0.43
2.419444444,0.075,-0.41
2.422222222,0.045,-0.37
2.425,0.045,-0.295
2.427777778,0.06,-0.235
2.430555556,0.07,-0.15
2.433333333,0.115,-0.095
2.436111111,0.145,-0.035
2.438888889,0.16,0.025
2.441666667,0.165,0.1
2.444444444,0.145,0.19
2.447222222,0.145,0.24
2.45,0.1,0.275
2.452777778,0.03,0.285
2.455555556,-0.03,0.265
2.458333333,-0.09,0.27
2.461111111,-0.135,0.255
2.463888889,-0.145,0.215
2.466666667,-0.175,0.185
2.469444444,-0.23,0.145
2.472222222,-0.265,0.115
2.475,-0.3,0.105
2.477777778,-0.345,0.095
2.480555556,-0.39,0.095
2.483333333,-0.42,0.09
2.486111111,-0.445,0.065
2.488888889,-0.5,0.06
2.491666667,-0.56,0.06
2.494444444,-0.59,0.065
2.497222222,-0.63,0.065
2.5,-0.63,0.06
2.502777778,-0.645,0.05
2.505555556,-0.68,0.04
2.508333333,-0.695,0.045
2.511111111,-0.715,0.06
2.513888889,-0.74,0.065
2.516666667,-0.755,0.07
2.519444444,-0.8,0.05
2.522222222,-0.85,0.025
2.525,-0.905,0.015
2.527777778,-0.91,0.035
2.530555556,-0.885,0.05
2.533333333,-0.87,0.05
2.536111111,-0.85,0.035
2.538888889,-0.87,0.025
2.541666667,-0.87,0.03
2.544444444,-0.835,0.035
2.547222222,-0.795,0.035
2.55,-0.745,0.055
2.552777778,-0.73,0.03
2.555555556,-0.75,0.03
2.558333333,-0.74,0.03
2.561111111,-0.745,0.055
2.563888889,-0.7,0.045
2.566666667,-0.7,0.05
2.569444444,-0.7,0.04
2.572222222,-0.71,0.02
2.575,-0.715,0.035
2.577777778,-0.705,0.05
2.580555556,-0.67,0.06
2.583333333,-0.63,0.065
2.586111111,-0.605,0.045
2.588888889,-0.575,0.03
2.591666667,-0.55,0.04
2.594444444,-0.51,0.06
2.597222222,-0.465,0.07
2.6,-0.42,0.045
2.602777778,-0.43,0.045
2.605555556,-0.41,0.035
2.608333333,-0.375,0.045
2.611111111,-0.34,0.055
2.613888889,-0.295,0.07
2.616666667,-0.27,0.065
2.619444444,-0.245,0.06
2.622222222,-0.245,0.045
2.625,-0.25,0.065
2.627777778,-0.25,0.07
2.630555556,-0.2,0.075
2.633333333,-0.13,0.07
2.636111111,-0.09,0.065
2.638888889,-0.075,0.085
2.641666667,-0.09,0.08
2.644444444,-0.085,0.105
2.647222222,-0.06,0.115
2.65,-0.045,0.125
2.652777778,-0.015,0.105
2.655555556,0.01,0.115
2.658333333,0.03,0.115
2.661111111,0.055,0.12
2.663888889,0.09,0.13
2.666666667,0.14,0.14
2.669444444,0.21,0.125
2.672222222,0.265,0.12
2.675,0.265,0.12
2.677777778,0.23,0.135
2.680555556,0.17,0.145
2.683333333,0.12,0.145
2.686111111,0.05,0.145
2.688888889,-0.015,0.14
2.691666667,-0.07,0.145
2.694444444,-0.1,0.155
